user_id,signup_date,acquisition_channel,plan_type,is_paid,paid_conversion_date,days_to_paid,retained_30d,revenue_usd
U002581,2025-03-16,Email,Free,0,,,0,0.0
U002582,2025-06-09,Organic Search,Free,0,,,0,0.0
U002583,2025-09-29,Organic Search,Free,0,,,0,0.0
U002584,2025-03-28,Direct,Basic,1,2025-03-31,3,1,21.44
U002585,2025-04-10,Direct,Pro,1,2025-04-10,0,1,73.91
U002586,2025-02-09,Email,Free,0,,,0,0.0
U002587,2025-04-25,Organic Search,Free,0,,,0,0.0
U002588,2025-09-01,Direct,Free,0,,,0,0.0
U002589,2025-05-17,Referral,Basic,1,2025-05-20,3,1,31.56
U002590,2025-01-24,Paid Search,Free,0,,,0,0.0
U002591,2025-09-04,Paid Search,Free,0,,,0,0.0
U002592,2025-06-01,Social,Free,0,,,0,0.0
U002593,2025-03-28,Paid Search,Basic,1,2025-04-02,5,1,30.24
U002594,2025-04-22,Paid Search,Free,0,,,0,0.0
U002595,2025-01-08,Email,Basic,1,2025-01-18,10,1,26.47
U002596,2025-04-13,Organic Search,Enterprise,1,2025-04-18,5,0,198.05
U002597,2025-05-18,Organic Search,Free,0,,,0,0.0
U002598,2025-09-02,Social,Basic,1,2025-09-03,1,0,24.79
U002599,2025-01-09,Social,Basic,1,2025-01-11,2,1,34.21
U002600,2025-10-01,Referral,Free,0,,,0,0.0
U002601,2025-08-09,Paid Search,Free,0,,,0,0.0
U002602,2025-10-14,Referral,Free,0,,,0,0.0
U002603,2025-08-05,Organic Search,Pro,1,2025-08-12,7,0,68.03
U002604,2025-02-12,Referral,Free,0,,,0,0.0
U002605,2025-02-13,Paid Search,Free,0,,,0,0.0
U002606,2025-02-05,Organic Search,Free,0,,,0,0.0
U002607,2025-05-23,Organic Search,Pro,1,2025-05-29,6,0,70.5
U002608,2025-02-05,Organic Search,Free,0,,,0,0.0
U002609,2025-08-17,Direct,Free,0,,,0,0.0
U002610,2025-08-31,Paid Search,Free,0,,,0,0.0
U002611,2025-03-03,Referral,Free,0,,,0,0.0
U002612,2025-07-22,Direct,Basic,1,2025-07-23,1,1,27.33
U002613,2025-09-09,Social,Free,0,,,0,0.0
U002614,2025-01-29,Organic Search,Free,0,,,0,0.0
U002615,2025-01-20,Email,Free,0,,,0,0.0
U002616,2025-09-13,Organic Search,Free,0,,,0,0.0
U002617,2025-06-04,Email,Free,0,,,0,0.0
U002618,2025-01-24,Referral,Free,0,,,0,0.0
U002619,2025-08-15,Organic Search,Free,0,,,0,0.0
U002620,2025-09-18,Direct,Pro,1,2025-09-20,2,0,65.84
U002621,2025-02-11,Referral,Enterprise,1,2025-02-14,3,1,193.6
U002622,2025-09-16,Social,Free,0,,,0,0.0
U002623,2025-01-22,Email,Basic,1,2025-01-23,1,1,34.41
U002624,2025-07-03,Direct,Free,0,,,0,0.0
U002625,2025-09-13,Paid Search,Free,0,,,0,0.0
U002626,2025-07-27,Email,Free,0,,,0,0.0
U002627,2025-07-20,Paid Search,Free,0,,,0,0.0
U002628,2025-08-14,Direct,Enterprise,1,2025-08-17,3,0,228.23
U002629,2025-06-12,Referral,Free,0,,,0,0.0
U002630,2025-07-09,Referral,Free,0,,,0,0.0
U002631,2025-08-12,Paid Search,Pro,1,2025-08-17,5,0,72.52
U002632,2025-02-02,Referral,Pro,1,2025-02-04,2,1,67.01
U002633,2025-06-29,Referral,Free,0,,,0,0.0
U002634,2025-06-07,Email,Free,0,,,0,0.0
U002635,2025-08-26,Organic Search,Free,0,,,0,0.0
U002636,2025-02-21,Paid Search,Free,0,,,0,0.0
U002637,2025-01-06,Social,Free,0,,,0,0.0
U002638,2025-05-22,Paid Search,Free,0,,,0,0.0
U002639,2025-06-30,Organic Search,Free,0,,,0,0.0
U002640,2025-06-15,Paid Search,Free,0,,,0,0.0
U002641,2025-10-26,Social,Free,0,,,0,0.0
U002642,2025-09-17,Direct,Free,0,,,0,0.0
U002643,2025-10-24,Email,Free,0,,,0,0.0
U002644,2025-10-12,Email,Free,0,,,0,0.0
U002645,2025-09-22,Organic Search,Pro,1,2025-09-25,3,1,54.94
U002646,2025-07-31,Organic Search,Free,0,,,0,0.0
U002647,2025-10-14,Direct,Basic,1,2025-10-22,8,1,34.23
U002648,2025-05-08,Paid Search,Free,0,,,0,0.0
U002649,2025-02-23,Referral,Enterprise,1,2025-03-01,6,1,155.01
U002650,2025-03-14,Referral,Free,0,,,0,0.0
U002651,2025-09-28,Organic Search,Basic,1,2025-10-01,3,0,22.11
U002652,2025-08-26,Organic Search,Free,0,,,0,0.0
U002653,2025-10-18,Email,Free,0,,,0,0.0
U002654,2025-07-12,Paid Search,Free,0,,,0,0.0
U002655,2025-01-23,Referral,Pro,1,2025-01-31,8,1,61.23
U002656,2025-03-02,Email,Free,0,,,0,0.0
U002657,2025-06-23,Referral,Basic,1,2025-06-24,1,0,35.96
U002658,2025-03-22,Email,Pro,1,2025-03-25,3,1,62.85
U002659,2025-04-24,Email,Free,0,,,0,0.0
U002660,2025-03-07,Paid Search,Free,0,,,0,0.0
U002661,2025-03-02,Direct,Free,0,,,0,0.0
U002662,2025-03-10,Email,Pro,1,2025-03-14,4,1,72.85
U002663,2025-03-18,Organic Search,Free,0,,,0,0.0
U002664,2025-08-02,Email,Pro,1,2025-08-02,0,1,71.54
U002665,2025-09-15,Email,Basic,1,2025-09-19,4,1,31.4
U002666,2025-01-11,Paid Search,Free,0,,,0,0.0
U002667,2025-09-02,Referral,Free,0,,,0,0.0
U002668,2025-06-08,Email,Pro,1,2025-06-11,3,1,69.2
U002669,2025-04-11,Referral,Free,0,,,0,0.0
U002670,2025-04-13,Social,Free,0,,,0,0.0
U002671,2025-01-11,Organic Search,Free,0,,,0,0.0
U002672,2025-06-20,Paid Search,Basic,1,2025-07-10,20,0,37.48
U002673,2025-04-18,Organic Search,Free,0,,,0,0.0
U002674,2025-02-09,Referral,Free,0,,,0,0.0
U002675,2025-06-08,Email,Free,0,,,0,0.0
U002676,2025-09-30,Organic Search,Pro,1,2025-10-03,3,1,66.45
U002677,2025-05-16,Social,Free,0,,,0,0.0
U002678,2025-05-02,Organic Search,Free,0,,,0,0.0
U002679,2025-09-04,Paid Search,Basic,1,2025-09-11,7,0,28.73
U002680,2025-07-26,Referral,Free,0,,,0,0.0
U002681,2025-02-03,Organic Search,Free,0,,,0,0.0
U002682,2025-02-23,Direct,Free,0,,,0,0.0
U002683,2025-10-08,Organic Search,Free,0,,,0,0.0
U002684,2025-01-17,Referral,Enterprise,1,2025-02-02,16,0,256.69
U002685,2025-05-06,Organic Search,Free,0,,,0,0.0
U002686,2025-08-25,Social,Free,0,,,0,0.0
U002687,2025-09-17,Paid Search,Free,0,,,0,0.0
U002688,2025-06-08,Social,Free,0,,,0,0.0
U002689,2025-07-30,Email,Free,0,,,0,0.0
U002690,2025-03-27,Email,Free,0,,,0,0.0
U002691,2025-09-15,Email,Free,0,,,0,0.0
U002692,2025-06-13,Organic Search,Pro,1,2025-06-15,2,1,80.54
U002693,2025-03-04,Direct,Free,0,,,0,0.0
U002694,2025-03-20,Referral,Free,0,,,0,0.0
U002695,2025-06-26,Referral,Free,0,,,0,0.0
U002696,2025-04-05,Paid Search,Pro,1,2025-04-06,1,1,75.17
U002697,2025-10-16,Organic Search,Enterprise,1,2025-10-17,1,1,221.98
U002698,2025-02-18,Referral,Free,0,,,0,0.0
U002699,2025-08-10,Email,Pro,1,2025-08-13,3,0,64.18
U002700,2025-06-17,Organic Search,Free,0,,,0,0.0
U002701,2025-03-28,Email,Basic,1,2025-03-29,1,1,21.66
U002702,2025-01-05,Email,Free,0,,,0,0.0
U002703,2025-09-10,Email,Basic,1,2025-09-11,1,1,28.39
U002704,2025-08-23,Organic Search,Free,0,,,0,0.0
U002705,2025-01-11,Paid Search,Free,0,,,0,0.0
U002706,2025-09-12,Organic Search,Basic,1,2025-09-16,4,1,29.04
U002707,2025-06-10,Referral,Free,0,,,0,0.0
U002708,2025-03-01,Social,Free,0,,,0,0.0
U002709,2025-02-19,Email,Pro,1,2025-02-20,1,0,70.07
U002710,2025-08-21,Organic Search,Free,0,,,0,0.0
U002711,2025-04-18,Social,Free,0,,,0,0.0
U002712,2025-01-10,Social,Pro,1,2025-01-21,11,1,56.31
U002713,2025-10-24,Email,Free,0,,,0,0.0
U002714,2025-07-02,Referral,Free,0,,,0,0.0
U002715,2025-04-22,Referral,Free,0,,,0,0.0
U002716,2025-10-02,Organic Search,Free,0,,,0,0.0
U002717,2025-03-18,Paid Search,Free,0,,,0,0.0
U002718,2025-03-10,Organic Search,Free,0,,,0,0.0
U002719,2025-05-24,Email,Free,0,,,0,0.0
U002720,2025-08-09,Organic Search,Enterprise,1,2025-08-11,2,1,174.23
U002721,2025-08-13,Referral,Free,0,,,0,0.0
U002722,2025-03-24,Organic Search,Free,0,,,0,0.0
U002723,2025-08-18,Referral,Free,0,,,0,0.0
U002724,2025-06-05,Paid Search,Free,0,,,0,0.0
U002725,2025-04-05,Referral,Free,0,,,0,0.0
U002726,2025-06-30,Paid Search,Free,0,,,0,0.0
U002727,2025-03-13,Paid Search,Free,0,,,0,0.0
U002728,2025-08-18,Email,Free,0,,,0,0.0
U002729,2025-03-20,Organic Search,Free,0,,,0,0.0
U002730,2025-10-17,Organic Search,Free,0,,,0,0.0
U002731,2025-02-04,Paid Search,Free,0,,,0,0.0
U002732,2025-06-20,Paid Search,Basic,1,2025-06-24,4,0,35.63
U002733,2025-05-15,Email,Free,0,,,0,0.0
U002734,2025-05-19,Paid Search,Free,0,,,0,0.0
U002735,2025-01-29,Email,Free,0,,,0,0.0
U002736,2025-03-12,Referral,Free,0,,,0,0.0
U002737,2025-04-22,Email,Basic,1,2025-04-24,2,0,27.52
U002738,2025-08-08,Direct,Free,0,,,0,0.0
U002739,2025-03-03,Paid Search,Pro,1,2025-03-04,1,1,55.75
U002740,2025-08-27,Paid Search,Free,0,,,0,0.0
U002741,2025-10-16,Social,Free,0,,,0,0.0
U002742,2025-02-22,Email,Free,0,,,0,0.0
U002743,2025-03-28,Paid Search,Free,0,,,0,0.0
U002744,2025-03-05,Organic Search,Pro,1,2025-03-12,7,0,84.06
U002745,2025-09-02,Organic Search,Free,0,,,0,0.0
U002746,2025-08-17,Direct,Pro,1,2025-08-19,2,1,82.86
U002747,2025-05-03,Organic Search,Free,0,,,0,0.0
U002748,2025-10-24,Email,Free,0,,,0,0.0
U002749,2025-09-01,Organic Search,Free,0,,,0,0.0
U002750,2025-09-10,Referral,Basic,1,2025-09-12,2,0,30.9
U002751,2025-10-15,Paid Search,Basic,1,2025-10-19,4,1,18.95
U002752,2025-06-02,Direct,Free,0,,,0,0.0
U002753,2025-04-22,Organic Search,Free,0,,,0,0.0
U002754,2025-07-31,Organic Search,Free,0,,,0,0.0
U002755,2025-06-19,Email,Free,0,,,0,0.0
U002756,2025-01-22,Organic Search,Free,0,,,0,0.0
U002757,2025-09-14,Organic Search,Enterprise,1,2025-09-18,4,1,241.91
U002758,2025-08-02,Email,Free,0,,,0,0.0
U002759,2025-05-04,Email,Free,0,,,0,0.0
U002760,2025-02-07,Referral,Pro,1,2025-02-13,6,1,80.87
U002761,2025-01-18,Email,Basic,1,2025-01-29,11,1,22.02
U002762,2025-05-24,Organic Search,Basic,1,2025-05-30,6,0,23.17
U002763,2025-05-14,Direct,Free,0,,,0,0.0
U002764,2025-09-24,Paid Search,Basic,1,2025-10-01,7,0,30.13
U002765,2025-08-21,Social,Free,0,,,0,0.0
U002766,2025-02-17,Referral,Basic,1,2025-02-22,5,1,40.1
U002767,2025-02-11,Social,Free,0,,,0,0.0
U002768,2025-03-11,Paid Search,Free,0,,,0,0.0
U002769,2025-10-16,Social,Free,0,,,0,0.0
U002770,2025-09-11,Organic Search,Pro,1,2025-09-17,6,1,72.09
U002771,2025-04-16,Paid Search,Basic,1,2025-04-20,4,0,36.1
U002772,2025-09-30,Paid Search,Free,0,,,0,0.0
U002773,2025-07-10,Direct,Free,0,,,0,0.0
U002774,2025-10-21,Social,Free,0,,,0,0.0
U002775,2025-09-29,Organic Search,Free,0,,,0,0.0
U002776,2025-04-19,Paid Search,Free,0,,,0,0.0
U002777,2025-06-19,Paid Search,Enterprise,1,2025-07-02,13,1,229.12
U002778,2025-08-24,Paid Search,Free,0,,,0,0.0
U002779,2025-08-15,Paid Search,Free,0,,,0,0.0
U002780,2025-01-27,Organic Search,Basic,1,2025-01-28,1,1,27.11
U002781,2025-08-25,Social,Pro,1,2025-08-31,6,0,70.57
U002782,2025-06-10,Organic Search,Pro,1,2025-06-11,1,1,80.81
U002783,2025-01-01,Organic Search,Free,0,,,0,0.0
U002784,2025-03-08,Email,Basic,1,2025-03-12,4,1,29.36
U002785,2025-06-21,Social,Free,0,,,0,0.0
U002786,2025-07-26,Email,Basic,1,2025-07-29,3,1,25.19
U002787,2025-05-23,Direct,Pro,1,2025-05-31,8,0,52.73
U002788,2025-03-29,Paid Search,Pro,1,2025-03-31,2,1,70.28
U002789,2025-07-08,Email,Free,0,,,0,0.0
U002790,2025-01-14,Direct,Pro,1,2025-01-20,6,1,54.24
U002791,2025-09-03,Organic Search,Basic,1,2025-09-04,1,1,34.82
U002792,2025-07-11,Email,Pro,1,2025-07-13,2,1,76.39
U002793,2025-05-08,Organic Search,Free,0,,,0,0.0
U002794,2025-05-29,Direct,Free,0,,,0,0.0
U002795,2025-05-04,Referral,Free,0,,,0,0.0
U002796,2025-02-22,Social,Free,0,,,0,0.0
U002797,2025-04-26,Social,Free,0,,,0,0.0
U002798,2025-05-27,Organic Search,Free,0,,,0,0.0
U002799,2025-09-25,Direct,Free,0,,,0,0.0
U002800,2025-02-14,Email,Free,0,,,0,0.0
U002801,2025-07-26,Paid Search,Free,0,,,0,0.0
U002802,2025-09-25,Social,Free,0,,,0,0.0
U002803,2025-10-13,Organic Search,Free,0,,,0,0.0
U002804,2025-01-17,Email,Free,0,,,0,0.0
U002805,2025-10-21,Email,Free,0,,,0,0.0
U002806,2025-06-12,Organic Search,Free,0,,,0,0.0
U002807,2025-08-15,Paid Search,Enterprise,1,2025-08-22,7,1,168.66
U002808,2025-05-02,Paid Search,Free,0,,,0,0.0
U002809,2025-07-09,Organic Search,Free,0,,,0,0.0
U002810,2025-07-13,Organic Search,Free,0,,,0,0.0
U002811,2025-10-11,Paid Search,Enterprise,1,2025-10-14,3,0,237.69
U002812,2025-06-06,Email,Free,0,,,0,0.0
U002813,2025-01-31,Email,Free,0,,,0,0.0
U002814,2025-07-26,Email,Free,0,,,0,0.0
U002815,2025-08-20,Referral,Enterprise,1,2025-08-20,0,1,177.32
U002816,2025-03-21,Email,Basic,1,2025-03-24,3,1,29.74
U002817,2025-06-14,Email,Pro,1,2025-06-16,2,1,42.61
U002818,2025-02-12,Organic Search,Free,0,,,0,0.0
U002819,2025-01-10,Referral,Free,0,,,0,0.0
U002820,2025-05-07,Social,Free,0,,,0,0.0
U002821,2025-04-19,Social,Free,0,,,0,0.0
U002822,2025-06-21,Paid Search,Free,0,,,0,0.0
U002823,2025-06-05,Social,Free,0,,,0,0.0
U002824,2025-01-20,Paid Search,Basic,1,2025-01-29,9,0,27.61
U002825,2025-03-22,Referral,Free,0,,,0,0.0
U002826,2025-02-11,Email,Basic,1,2025-02-20,9,0,28.89
U002827,2025-07-28,Paid Search,Free,0,,,0,0.0
U002828,2025-09-18,Direct,Pro,1,2025-09-24,6,1,76.22
U002829,2025-05-06,Email,Free,0,,,0,0.0
U002830,2025-01-22,Organic Search,Free,0,,,0,0.0
U002831,2025-07-12,Referral,Pro,1,2025-07-19,7,1,70.67
U002832,2025-05-31,Organic Search,Free,0,,,0,0.0
U002833,2025-01-16,Organic Search,Basic,1,2025-01-24,8,0,24.08
U002834,2025-06-06,Social,Free,0,,,0,0.0
U002835,2025-06-06,Email,Basic,1,2025-06-11,5,0,28.89
U002836,2025-06-01,Email,Free,0,,,0,0.0
U002837,2025-06-18,Paid Search,Pro,1,2025-06-22,4,0,60.71
U002838,2025-04-18,Referral,Pro,1,2025-04-18,0,1,49.58
U002839,2025-07-14,Organic Search,Free,0,,,0,0.0
U002840,2025-01-16,Social,Pro,1,2025-01-20,4,0,66.91
U002841,2025-03-13,Paid Search,Free,0,,,0,0.0
U002842,2025-09-30,Direct,Free,0,,,0,0.0
U002843,2025-01-18,Paid Search,Free,0,,,0,0.0
U002844,2025-10-15,Paid Search,Free,0,,,0,0.0
U002845,2025-08-07,Organic Search,Free,0,,,0,0.0
U002846,2025-01-06,Referral,Basic,1,2025-01-09,3,1,26.51
U002847,2025-08-01,Paid Search,Basic,1,2025-08-02,1,1,26.0
U002848,2025-06-30,Referral,Free,0,,,0,0.0
U002849,2025-09-25,Organic Search,Free,0,,,0,0.0
U002850,2025-05-25,Organic Search,Free,0,,,0,0.0
U002851,2025-05-06,Organic Search,Pro,1,2025-05-10,4,1,59.78
U002852,2025-04-20,Paid Search,Free,0,,,0,0.0
U002853,2025-09-17,Social,Free,0,,,0,0.0
U002854,2025-01-18,Referral,Basic,1,2025-01-19,1,0,29.44
U002855,2025-08-22,Paid Search,Free,0,,,0,0.0
U002856,2025-07-24,Social,Free,0,,,0,0.0
U002857,2025-03-09,Organic Search,Enterprise,1,2025-03-12,3,1,216.27
U002858,2025-03-27,Email,Pro,1,2025-03-28,1,0,70.05
U002859,2025-10-22,Direct,Enterprise,1,2025-10-25,3,1,230.47
U002860,2025-05-17,Referral,Free,0,,,0,0.0
U002861,2025-09-07,Paid Search,Basic,1,2025-09-10,3,0,25.08
U002862,2025-07-21,Email,Pro,1,2025-07-25,4,1,51.57
U002863,2025-02-24,Organic Search,Free,0,,,0,0.0
U002864,2025-04-08,Organic Search,Free,0,,,0,0.0
U002865,2025-10-22,Referral,Basic,1,2025-10-23,1,0,23.47
U002866,2025-04-07,Social,Free,0,,,0,0.0
U002867,2025-04-22,Direct,Pro,1,2025-05-02,10,1,67.3
U002868,2025-07-20,Social,Free,0,,,0,0.0
U002869,2025-10-18,Social,Free,0,,,0,0.0
U002870,2025-04-11,Paid Search,Free,0,,,0,0.0
U002871,2025-06-10,Organic Search,Free,0,,,0,0.0
U002872,2025-03-13,Organic Search,Basic,1,2025-03-20,7,0,32.79
U002873,2025-05-27,Organic Search,Basic,1,2025-06-02,6,0,27.88
U002874,2025-02-14,Organic Search,Free,0,,,0,0.0
U002875,2025-09-27,Direct,Basic,1,2025-10-02,5,1,17.73
U002876,2025-04-15,Email,Free,0,,,0,0.0
U002877,2025-09-07,Paid Search,Enterprise,1,2025-09-17,10,1,205.44
U002878,2025-03-15,Social,Free,0,,,0,0.0
U002879,2025-04-16,Organic Search,Free,0,,,0,0.0
U002880,2025-10-22,Direct,Free,0,,,0,0.0
U002881,2025-07-12,Direct,Pro,1,2025-07-16,4,0,79.67
U002882,2025-02-11,Direct,Free,0,,,0,0.0
U002883,2025-05-17,Paid Search,Free,0,,,0,0.0
U002884,2025-07-21,Email,Free,0,,,0,0.0
U002885,2025-02-21,Email,Free,0,,,0,0.0
U002886,2025-05-10,Organic Search,Free,0,,,0,0.0
U002887,2025-06-10,Organic Search,Basic,1,2025-06-15,5,1,24.93
U002888,2025-06-06,Organic Search,Free,0,,,0,0.0
U002889,2025-01-06,Paid Search,Basic,1,2025-01-11,5,1,29.2
U002890,2025-06-05,Paid Search,Free,0,,,0,0.0
U002891,2025-01-21,Referral,Free,0,,,0,0.0
U002892,2025-07-31,Organic Search,Free,0,,,0,0.0
U002893,2025-02-03,Organic Search,Free,0,,,0,0.0
U002894,2025-01-24,Direct,Free,0,,,0,0.0
U002895,2025-06-20,Email,Basic,1,2025-06-22,2,0,29.7
U002896,2025-07-26,Organic Search,Basic,1,2025-07-30,4,0,22.11
U002897,2025-09-28,Organic Search,Basic,1,2025-10-03,5,0,23.25
U002898,2025-01-07,Paid Search,Free,0,,,0,0.0
U002899,2025-03-08,Paid Search,Free,0,,,0,0.0
U002900,2025-06-26,Referral,Free,0,,,0,0.0
U002901,2025-10-01,Organic Search,Free,0,,,0,0.0
U002902,2025-01-31,Organic Search,Free,0,,,0,0.0
U002903,2025-01-05,Email,Free,0,,,0,0.0
U002904,2025-04-18,Organic Search,Free,0,,,0,0.0
U002905,2025-08-30,Organic Search,Free,0,,,0,0.0
U002906,2025-06-14,Paid Search,Free,0,,,0,0.0
U002907,2025-07-30,Organic Search,Basic,1,2025-07-31,1,0,31.13
U002908,2025-08-17,Paid Search,Free,0,,,0,0.0
U002909,2025-01-16,Paid Search,Free,0,,,0,0.0
U002910,2025-09-14,Social,Basic,1,2025-09-24,10,0,34.6
U002911,2025-07-08,Organic Search,Free,0,,,0,0.0
U002912,2025-05-14,Email,Free,0,,,0,0.0
U002913,2025-09-28,Direct,Basic,1,2025-09-30,2,1,35.32
U002914,2025-10-11,Organic Search,Free,0,,,0,0.0
U002915,2025-08-10,Social,Free,0,,,0,0.0
U002916,2025-08-15,Email,Basic,1,2025-08-18,3,0,21.43
U002917,2025-03-23,Social,Pro,1,2025-03-29,6,1,71.75
U002918,2025-03-27,Direct,Pro,1,2025-04-03,7,1,63.1
U002919,2025-05-14,Paid Search,Free,0,,,0,0.0
U002920,2025-04-13,Organic Search,Free,0,,,0,0.0
U002921,2025-07-20,Paid Search,Free,0,,,0,0.0
U002922,2025-02-18,Organic Search,Free,0,,,0,0.0
U002923,2025-10-19,Paid Search,Free,0,,,0,0.0
U002924,2025-04-22,Referral,Free,0,,,0,0.0
U002925,2025-04-19,Organic Search,Basic,1,2025-04-22,3,1,30.91
U002926,2025-01-21,Organic Search,Free,0,,,0,0.0
U002927,2025-07-29,Paid Search,Free,0,,,0,0.0
U002928,2025-04-25,Organic Search,Basic,1,2025-04-30,5,1,37.57
U002929,2025-03-01,Email,Basic,1,2025-03-08,7,1,25.6
U002930,2025-07-22,Email,Free,0,,,0,0.0
U002931,2025-10-07,Email,Free,0,,,0,0.0
U002932,2025-08-29,Organic Search,Basic,1,2025-08-31,2,1,32.02
U002933,2025-06-11,Email,Free,0,,,0,0.0
U002934,2025-10-24,Paid Search,Free,0,,,0,0.0
U002935,2025-10-25,Organic Search,Free,0,,,0,0.0
U002936,2025-06-22,Referral,Pro,1,2025-06-24,2,1,79.11
U002937,2025-01-21,Organic Search,Basic,1,2025-01-30,9,1,25.61
U002938,2025-07-10,Organic Search,Free,0,,,0,0.0
U002939,2025-02-26,Email,Free,0,,,0,0.0
U002940,2025-09-29,Social,Free,0,,,0,0.0
U002941,2025-09-19,Organic Search,Free,0,,,0,0.0
U002942,2025-03-12,Referral,Free,0,,,0,0.0
U002943,2025-07-05,Organic Search,Pro,1,2025-07-11,6,1,78.59
U002944,2025-09-25,Referral,Basic,1,2025-09-30,5,1,34.07
U002945,2025-04-05,Organic Search,Free,0,,,0,0.0
U002946,2025-05-15,Organic Search,Free,0,,,0,0.0
U002947,2025-08-24,Organic Search,Free,0,,,0,0.0
U002948,2025-09-06,Direct,Basic,1,2025-09-07,1,0,36.41
U002949,2025-04-21,Direct,Free,0,,,0,0.0
U002950,2025-05-27,Referral,Basic,1,2025-05-29,2,1,29.42
U002951,2025-05-29,Referral,Free,0,,,0,0.0
U002952,2025-01-14,Social,Free,0,,,0,0.0
U002953,2025-07-02,Paid Search,Free,0,,,0,0.0
U002954,2025-07-13,Organic Search,Free,0,,,0,0.0
U002955,2025-08-21,Referral,Free,0,,,0,0.0
U002956,2025-09-15,Organic Search,Free,0,,,0,0.0
U002957,2025-06-23,Social,Basic,1,2025-06-24,1,1,33.71
U002958,2025-07-09,Referral,Free,0,,,0,0.0
U002959,2025-09-06,Paid Search,Free,0,,,0,0.0
U002960,2025-01-19,Social,Free,0,,,0,0.0
U002961,2025-10-09,Organic Search,Basic,1,2025-10-27,18,1,34.74
U002962,2025-02-05,Referral,Basic,1,2025-02-12,7,0,29.29
U002963,2025-03-04,Direct,Free,0,,,0,0.0
U002964,2025-09-18,Organic Search,Free,0,,,0,0.0
U002965,2025-07-25,Referral,Free,0,,,0,0.0
U002966,2025-02-02,Email,Free,0,,,0,0.0
U002967,2025-10-16,Referral,Free,0,,,0,0.0
U002968,2025-10-23,Paid Search,Pro,1,2025-10-29,6,0,60.73
U002969,2025-07-10,Email,Enterprise,1,2025-07-14,4,1,196.33
U002970,2025-05-07,Organic Search,Free,0,,,0,0.0
U002971,2025-03-12,Organic Search,Pro,1,2025-03-19,7,0,65.38
U002972,2025-06-07,Paid Search,Free,0,,,0,0.0
U002973,2025-05-13,Email,Free,0,,,0,0.0
U002974,2025-06-28,Email,Free,0,,,0,0.0
U002975,2025-03-04,Referral,Free,0,,,0,0.0
U002976,2025-09-19,Organic Search,Free,0,,,0,0.0
U002977,2025-03-21,Email,Pro,1,2025-03-26,5,1,73.27
U002978,2025-05-19,Direct,Pro,1,2025-05-21,2,0,65.64
U002979,2025-09-23,Organic Search,Free,0,,,0,0.0
U002980,2025-10-22,Social,Free,0,,,0,0.0
U002981,2025-10-14,Direct,Free,0,,,0,0.0
U002982,2025-09-14,Direct,Free,0,,,0,0.0
U002983,2025-08-21,Referral,Free,0,,,0,0.0
U002984,2025-09-03,Paid Search,Pro,1,2025-09-03,0,0,36.87
U002985,2025-03-16,Organic Search,Free,0,,,0,0.0
U002986,2025-07-30,Paid Search,Basic,1,2025-07-31,1,1,26.25
U002987,2025-10-27,Paid Search,Free,0,,,0,0.0
U002988,2025-06-27,Social,Free,0,,,0,0.0
U002989,2025-03-05,Email,Free,0,,,0,0.0
U002990,2025-09-07,Email,Basic,1,2025-09-19,12,1,26.7
U002991,2025-03-06,Direct,Free,0,,,0,0.0
U002992,2025-04-02,Paid Search,Enterprise,1,2025-04-04,2,1,260.55
U002993,2025-02-20,Email,Free,0,,,0,0.0
U002994,2025-01-13,Email,Free,0,,,0,0.0
U002995,2025-07-08,Referral,Free,0,,,0,0.0
U002996,2025-02-19,Referral,Free,0,,,0,0.0
U002997,2025-04-23,Direct,Free,0,,,0,0.0
U002998,2025-09-08,Social,Free,0,,,0,0.0
U002999,2025-10-05,Email,Basic,1,2025-10-15,10,0,39.74
U003000,2025-06-21,Organic Search,Enterprise,1,2025-06-22,1,1,232.69
U003001,2025-08-24,Referral,Free,0,,,0,0.0
U003002,2025-06-22,Email,Free,0,,,0,0.0
U003003,2025-10-03,Referral,Free,0,,,0,0.0
U003004,2025-06-11,Paid Search,Pro,1,2025-06-14,3,1,81.13
U003005,2025-02-25,Email,Pro,1,2025-03-09,12,1,76.18
U003006,2025-04-17,Paid Search,Free,0,,,0,0.0
U003007,2025-09-01,Social,Free,0,,,0,0.0
U003008,2025-07-02,Direct,Basic,1,2025-07-03,1,0,21.67
U003009,2025-02-11,Email,Pro,1,2025-02-14,3,1,69.41
U003010,2025-01-02,Social,Basic,1,2025-01-04,2,0,23.58
U003011,2025-01-11,Social,Pro,1,2025-01-15,4,0,45.29
U003012,2025-01-05,Organic Search,Free,0,,,0,0.0
U003013,2025-06-04,Referral,Free,0,,,0,0.0
U003014,2025-07-31,Referral,Free,0,,,0,0.0
U003015,2025-06-29,Referral,Basic,1,2025-06-30,1,1,27.0
U003016,2025-05-29,Organic Search,Pro,1,2025-06-05,7,1,72.24
U003017,2025-02-22,Email,Free,0,,,0,0.0
U003018,2025-01-04,Organic Search,Pro,1,2025-01-21,17,1,88.13
U003019,2025-01-03,Social,Free,0,,,0,0.0
U003020,2025-05-13,Referral,Free,0,,,0,0.0
U003021,2025-04-01,Organic Search,Free,0,,,0,0.0
U003022,2025-08-31,Direct,Basic,1,2025-09-10,10,1,29.96
U003023,2025-03-02,Paid Search,Free,0,,,0,0.0
U003024,2025-01-06,Organic Search,Free,0,,,0,0.0
U003025,2025-10-09,Paid Search,Basic,1,2025-10-14,5,1,32.61
